price
10490
3670
610
780
4850
530
3350
1730
2310
820
570
2080
610
2880
880
1740
4810
3150
330
17970
880
2090
8110
3230
2240
12640
2090
610
1020
560
13950
350
710
1770
750
2400
3630
860
3260
1120
1650
3800
4300
880
3690
430
10720
3650
340
560
3740
10470
4930
400
700
4300
740
990
630
1710
4410
2280
920
800
3420
760
3690
2190
1730
1610
780
5420
1390
2280
510
1130
1190
6810
3140
800
1110
6750
4390
820
950
2700
3910
1140
20900
5370
6490
550
1230
310
1000
5590
2660
3740
4210
1400
850
5510
1060
1510
1870
4100
980
5230
2520
8690
2440
1560
7590
8480
1330
2140
300
2650
5980
1870
590
830
1410
4090
3950
590
4820
8510
2070
4380
1100
2710
6190
540
1050
1780
1160
760
970
1780
350
1320
2080
4500
1160
1460
1520
2350
340
4100
2820
690
640
2920
770
1580
810
670
9580
6950
420
1140
3800
1040
1080
580
1830
710
750
540
1740
8120
1890
9490
740
11740
580
990
1600
1030
1630
940
1830
39380
340
830
510
1710
2900
6080
1450
1360
1100
1290
910
1240
7230
390
19290
800
2030
2570
2230
710
5770
2070
1190
2570
4560
1140
1960
1500
4660
7600
2650
1130
670
8530
2910
1910
3660
1790
1990
350
990
3460
1720
9190
1010
13960
3700
13240
870
560
800
2210
2600
1040
2420
600
16860
2660
2770
640
1650
2140
1590
1550
1180
3180
2460
640
5570
1770
920
380
11790
640
4170
470
740
1230
890
3300
1430
3460
740
3920
3560
700
2970
930
580
4670
1700
1940
930
2990
380
720
1940
7960
400
7350
1470
1130
620
1950
380
860
670
2000
2320
700
1040
890
1120
6320
710
1070
930
3840
1240
1490
350
880
27780
8320
1230
550
1020
4980
1360
150660
8330
670
2050
2260
1820
860
980
2540
1790
1670
2230
2390
940
1310
5460
970
8940
6270
2460
1420
1410
1020
2600
1150
300
1050
4290
960
2070
790
610
670
3160
4450
2440
320
350
4570
1360
9850
3250
2840
1900
2460
1260
2460
1920
1050
850
1520
8530
14710
5360
11720
480
2460
1620
12230
1130
1740
2700
2600
2530
13910
8400
900
1640
1100
900
520
890
10640
1950
1570
1270
2980
4510
690
5370
3110
640
930
1030
740
1370
1230
25080
1880
2470
570
2260
7110
900
380
990
880
300
380
1590
3390
990
7600
1240
3760
9280
1900
1310
4170
1650
1220
670
10880
4010
4290
3550
1170
2180
720
1870
880
1360
1380
790
610
3340
2350
840
2130
2280
2450
1460
360
1330
3050
9700
640
2550
4870
1120
1620
1600
2190
1670
2600
820
2280
1790
8590
2730
860
1280
520
1870
870
1010
1110
12890
510
780
3700
940
1720
2490
6040
2130
830
1380
1890
510
380
2510
2330
1710
1410
820
1540
6650
740
136790
2240
3250
3580
1350
4380
1910
1540
7470
14690
3210
9590
3680
4030
2450
5310
990
9940
1310
3130
560
4200
760
940
720
3300
5680
4590
5810
2950
4530
2930
880
1900
2910
1490
520
760
1170
650
1190
3080
4040
3270
10180
520
6470
1350
4260
3860
460
8770
3380
1140
870
710
2700
2130
17250
1170
2890
3210
580
1130
2290
1610
34710
2590
7930
4870
2790
1910
7440
1660
4090
790
1390
790
1130
3350
880
2320
820
620
1110
4700
28460
400
12430
2200
4660
1850
9140
1940
4270
2020
4040
1630
1200
300
990
2560
2730
5090
2270
2410
1270
4090
1680
4040
1280
1510
1070
1780
3090
560
720
370
890
2730
1390
1760
2090
1740
3150
2280
700
640
19840
7540
2370
1000
1450
4170
830
9880
11960
2560
630
3190
430
510
430
4760
840
1290
65960
3740
950
1720
1920
2390
2400
940
1500
3490
830
2750
1120
2590
550
3760
4170
3010
8530
1420
2230
730
680
2340
14770
2440
1910
3010
4160
2470
390
2390
11870
2600
450
1030
650
840
4190
5300
1830
780
